id,drupal_id,drupal_uuid,name,slug,status,description,headquarters,employees,projects_completed,phone,email,website,migration_status,migration_action
6af0ac9f-31b8-4e57-ab26-5d6b1b101e87,2700,"6af0ac9f-31b8-4e57-ab26-5d6b1b101e87","JIANGXI ZHONGMEI ENG.CONST.CO.LTD","2700",published,"","",,,"","","",skipped,skipped
f5e21f26-098d-4dd6-9af7-dc75bbf2e5ad,2699,"f5e21f26-098d-4dd6-9af7-dc75bbf2e5ad","WUMRAQ LIMITED","2699",published,"","",,,"","","",skipped,skipped
7cd087ef-ad9a-4c5f-bba1-7286ed60dc0e,2698,"7cd087ef-ad9a-4c5f-bba1-7286ed60dc0e","MEMPHIS METROPOLITAN LTD","2698",published,"","",,,"","","",skipped,skipped
cc40d7e0-5fa5-4964-83b9-94d5d8796a6e,2697,"cc40d7e0-5fa5-4964-83b9-94d5d8796a6e","DEFIAT DEVELOPMENT COMPANY LIMITED","2697",published,"","",,,"","","",skipped,skipped
b7bc4810-8b55-4375-9791-063d0d8c811d,2696,"b7bc4810-8b55-4375-9791-063d0d8c811d","MUNISCO LIMITED","2696",published,"","",,,"","","",skipped,skipped
3170fd74-4190-49c3-afd1-d7b76e79cee1,2695,"3170fd74-4190-49c3-afd1-d7b76e79cee1","MESSRS JUSTMOH CONSTRUCTION LIMITED","2695",published,"","",,,"","","",skipped,skipped
92f84ee5-55cc-496f-ae01-74c0ef87e97c,2694,"92f84ee5-55cc-496f-ae01-74c0ef87e97c","MIDWEST CONTRACT WORKS LIMITED","2694",published,"","",,,"","","",skipped,skipped
2bfbbb91-fe5a-435d-9bde-e0566d80b838,2693,"2bfbbb91-fe5a-435d-9bde-e0566d80b838","G.S. INTERNATIONAL DEVELOPERS (GH) LIMITED","2693",published,"","",,,"","","",skipped,skipped
f22003eb-317b-4576-8928-dd02159afd60,2691,"f22003eb-317b-4576-8928-dd02159afd60","MAWUMS LIMITED","2691",published,"","",,,"","","",skipped,skipped
75b178d4-5c15-45e7-b8e0-e779f0cecdee,2690,"75b178d4-5c15-45e7-b8e0-e779f0cecdee","JASOUNG LIMITED","2690",published,"","",,,"","","",skipped,skipped
64bf2677-c5fb-45f2-a873-9f964c0f39a3,2689,"64bf2677-c5fb-45f2-a873-9f964c0f39a3","ERDMAC COMPANY LIMITED","2689",published,"","",,,"","","",skipped,skipped
6f0a7dca-fe1c-4134-82e4-1f0ee2347620,2688,"6f0a7dca-fe1c-4134-82e4-1f0ee2347620","JOSHOB CONSTRUCTION LIMITED","2688",published,"","",,,"","","",skipped,skipped
69f48752-649a-4025-8d6b-fe26f208b80d,2687,"69f48752-649a-4025-8d6b-fe26f208b80d","HYPE CONSTRUCTION CO. LTD","2687",published,"","",,,"","","",skipped,skipped
e1a2ad49-4e5e-476a-907b-d5b41ca013f6,2686,"e1a2ad49-4e5e-476a-907b-d5b41ca013f6","HYPE CONSTRUCTION CO.LTD","2686",published,"","",,,"","","",skipped,skipped
38b39b1e-c15d-4a75-bea8-4fe724a26340,2685,"38b39b1e-c15d-4a75-bea8-4fe724a26340","TROPITECH LIMITED","2685",published,"","",,,"","","",skipped,skipped
35116ef4-a99d-41a6-b53c-8ecfbb2a8b86,2682,"35116ef4-a99d-41a6-b53c-8ecfbb2a8b86","G. S. INTERNATIONAL DEVELOPERS (GH.) LTD.","2682",published,"","",,,"","","",skipped,skipped
cced0c75-3d62-4d47-afc6-6223952d1238,2680,"cced0c75-3d62-4d47-afc6-6223952d1238","GHACOS LIMITED","2680",published,"","",,,"","","",skipped,skipped
f4254442-a2d7-4dbc-9e99-69cd7e4c9c1d,2679,"f4254442-a2d7-4dbc-9e99-69cd7e4c9c1d","GENERAL CONST. & DEV. LIMITED","2679",published,"","",,,"","","",skipped,skipped
17345a92-5067-4a1f-8576-692f53a3f3a0,2678,"17345a92-5067-4a1f-8576-692f53a3f3a0","USSUYA GHANA LIMITED","2678",published,"","",,,"","","",skipped,skipped
6746d6ef-9922-4f56-8924-c88bea42bcbe,2677,"6746d6ef-9922-4f56-8924-c88bea42bcbe","SIMTEX ENTERPRISE LIMITED","2677",published,"","",,,"","","",skipped,skipped
d1bb78f6-d48b-410a-b14a-a3d02d83da0b,2676,"d1bb78f6-d48b-410a-b14a-a3d02d83da0b","RESOURCE ACCESS LIMITED","2676",published,"","",,,"","","",skipped,skipped
76c8d3ad-c778-4c19-84f9-578bc754c35e,2675,"76c8d3ad-c778-4c19-84f9-578bc754c35e","KANOF LIMITED","2675",published,"","",,,"","","",skipped,skipped
d6899f47-de13-45c6-8419-14fa887f53d7,2674,"d6899f47-de13-45c6-8419-14fa887f53d7","G.S. INTERNATIONAL DEVELOPERS (GH) LTD.","2674",published,"","",,,"","","",skipped,skipped
c8934b95-11f1-40e0-90d6-4ce330d8ea6b,2673,"c8934b95-11f1-40e0-90d6-4ce330d8ea6b","JOE AZAR CO. LIMITED","2673",published,"","",,,"","","",skipped,skipped
782313b4-fb51-4142-a5ee-84a3fc05230f,2672,"782313b4-fb51-4142-a5ee-84a3fc05230f","VOLTA IMPEX LIMITED","2672",published,"","",,,"","","",skipped,skipped
c30fb6c4-37ed-4044-94c7-64e59e46aa41,2670,"c30fb6c4-37ed-4044-94c7-64e59e46aa41","KOFI JOB COMPANY LIMITED","2670",published,"","",,,"","","",skipped,skipped
49cccf71-8b15-417b-896e-fd07dba0c332,2669,"49cccf71-8b15-417b-896e-fd07dba0c332","GEKAD CONSTRUCTION LIMITED","2669",published,"","",,,"","","",skipped,skipped
decc7076-e608-4d5f-b861-79798a17c96c,2668,"decc7076-e608-4d5f-b861-79798a17c96c","SHAMMA ROHI LIMITED","2668",published,"","",,,"","","",skipped,skipped
8ba9ad8c-c164-473b-82f6-c64025767496,2667,"8ba9ad8c-c164-473b-82f6-c64025767496","OMEGA STURCTURAL DEV~T LTD","2667",published,"","",,,"","","",skipped,skipped
d73012dd-cf90-4315-8d29-3c684ed7f237,2666,"d73012dd-cf90-4315-8d29-3c684ed7f237","ATTACHY CONSTRUCTION LTD","2666",published,"","",,,"","","",skipped,skipped
2a697e55-0efa-4894-b1ba-d7054ccc45b1,2664,"2a697e55-0efa-4894-b1ba-d7054ccc45b1","HYDRONOMICS LIMITED","2664",published,"","",,,"","","",skipped,skipped
a929c5de-0f8f-45f4-b803-592895b7b435,2663,"a929c5de-0f8f-45f4-b803-592895b7b435","EMANTOS LIMITED","2663",published,"","",,,"","","",skipped,skipped
5ba85d14-cad3-4355-affd-823af5a11af9,2662,"5ba85d14-cad3-4355-affd-823af5a11af9","MS. STEPHEN KWAGYAGH LIMITED","2662",published,"","",,,"","","",skipped,skipped
11b38b18-00be-41e4-8f88-e3a47df45ebd,2660,"11b38b18-00be-41e4-8f88-e3a47df45ebd","The Department of Public Enterprises (DPE)","2660",published,"","",,,"012 431 1000","info@dpe.gov.za","",skipped,skipped
617da556-d4af-4173-b738-6f41ffd7d238,2659,"617da556-d4af-4173-b738-6f41ffd7d238","WATT Renewable Corporation (WATT)","2659",published,"","",,,"1 (888) 289-2303","","",skipped,skipped
a5a42845-3011-485b-bdc8-5a93e8f74901,2658,"a5a42845-3011-485b-bdc8-5a93e8f74901","Maersk","2658",published,"","",,,"45 70716341","","",skipped,skipped
3e2708b2-a38a-4403-b980-a72aed5ce133,2656,"3e2708b2-a38a-4403-b980-a72aed5ce133","Blue Carbon","2656",published,"","",,,"971-4-342 22 22","","",skipped,skipped
02a7143e-bb4b-432c-822a-c1a10643ca12,2652,"02a7143e-bb4b-432c-822a-c1a10643ca12","Transrail SA","2652",published,"","",,,"221 77 927 46 65","","",skipped,skipped
